id,type,"item id","item type","item owner id","item owner name","item owner email","layer id","layer title",title,coordinates,description,"image count",url,"created date","last modification date","last editor","edit count","read access","item views","Building Type",Agency,"Contact Person","Position of Contact","Phone Number",Email,"Has Waitlist","Estimated Wait Time","Has Maximum Duration of Stay","Maximum Duration of Stay","Number of Dormitory Beds","Number of Shared Bedroom Beds","Number of Single Bedroom Beds","Services Provided","Provides Case Management Services","Provides Referrals to other Agencies","Provides Health/Dental Care","Provides Meals","Provides Showers","Provides Storage","Provides Clothing/Household Goods","Other Services","Number of Studio/Bachelor Units","Number of 1 Bedroom Units","Number of 2 Bedroom Units","Number of 3 Bedroom Units","Number of 4 Bedroom Units","Number of Other Type Bedroom Units","Description of Other Type Bedroom Units","Housing is fully self contained (Bathroom/Kitchen)","Housing is fully furnished","Number Beds in house with shared bedroom(s)","Number of Beds in House with Individual Rooms","Number of Apartment Studio Units","Number of 1 Bedroom Apartment Units","Number of 2 and 3 Bedroom Apartment Units","Number of Other Units","Description of Other Type Houseing Units","Is the Building Under RTA?","Requires Damage Deposit","Damage Deposit Amount","Tenant Holds Lease","Number of Beds in Shared Accommodation House","Number of Units in Secondary House Suite","Number of Duplex Units","Number of Fourplex Units","Number of Townhouse Units","Provides Service to Males","Provides Service to Females","Provides Service to Transgender","Provides Services to Demographic: 16 - 18","Provides Services to Demographic: 19+","Provides Services to Demographic: 55+","Provides Service To Other Demographic","Can the key tenant or primary lease holder be a youth","Primary Target Residents are Individuals","Primary Target Residents are Families","Primary Target Residents are Individuals and Families","Potential residents are required to live in Kelowna for a certain amount of time","Building Accommodated Individuals with Disabilities","Some Units Accommodate Individuals with Disabilities","Exclusively Serves Aboriginal Community","Monthly Cost of Stay","The Units are RGI","Monthly Cost Calculation","Has Minimum Income Level","Has Maximum Income Level","Minimum Income Level","Maximum Income Level","Units Are Lower End of Market","Residents are Require to be on Income or Disability Assistance","Building Qualifies For Rental Assistance","Building is Pet Friendly","Pet Restrictions","Smoking is Permitted in Building","Smoking is Permitted in Units","Accommodations For Smoking","Residents are required to abstain from alcohol and drugs","Level of Drugs and Alcohol Tolerence","Clean Time Requirement","Length of Clean Time","Treatment/Detox Required First","Residents Require Professional Support for Eligibility","Supports Required For Eligibility","Referrals are Made Directly","Referrals Form","Demographic Served","Gender Served","Primary Target Resident",Logo,"Search Keywords","Wait Time Units",Website,"Social Media","Agency Contact Person","Position of Agency Contact","Contact Number","Contact Email","Office Hours"
96,marker,96,marker,997,"Brooks Hewko",brookshewko@hotmail.com,1,"Residential Services","Freedom's Door","49.8832589, -119.4712913",,0,"=HYPERLINK(""96"",""link to 96"")","2017-01-27 12:11:07","2017-03-22 15:13:15","Stephanie Nagy",0,public,36,"[""transitional""]",84,"Wanda Agar","Interim ED",,freedomsdoor@shaw.ca,true,0,true,0,0,20,30,"[""Case Management"",""Referrals to other Agencies"",""Meals"",""Storage"",""Showers"",""Laundry""]",,,,,,,,"[""Counseling"",""Transportation to and from appointments""]",0,0,0,0,0,0,,true,true,50,0,0,0,0,0,,false,,,,,0,0,0,0,,,,,,,,false,,,,false,false,false,false,$750,false,,false,false,0,0,false,false,false,false,,false,false,"Designated outside area",true,[],true,0,true,false,[],true,"Call - Phone interview",19+,"[""Male""]","[""Individuals""]",,,,,,,,,,
139,marker,139,marker,1037,"Jeremy Bowers",adminsupport@kfs.bc.ca,1,"Residential Services","i spa-us ki-low-na Heart of Kelowna","49.8827378, -119.4912278",,0,"=HYPERLINK(""139"",""link to 139"")","2017-03-05 16:43:34","2017-03-22 13:45:32","Jeremy Bowers",0,public,350,"[""low income rental"",""rental""]",76,"Jeremy Bowers","Housing Administration",236-420-2992,adminsupport@kfs.bc.ca,true,0,false,0,0,0,0,"[""Parking"",""Laundry"",""Showers""]",,,,,,,,[],0,0,0,0,0,0,,true,false,0,0,8,38,0,0,,true,,,,,0,0,0,0,,,,,,,,false,,,,false,true,true,false,$604-$1069,false,,true,true,0,0,true,false,true,false,,false,false,"outside accommodations",false,"[""Legal - use allowed on site, in private unit"",""Illegal - Evict if using""]",false,0,false,false,[],false,"Referrals are through BC Housing, see direct link below: https://www.bchousing.org/housing-assistance/housing-with-support/supportive-housing",19+,"[""Male"",""Female"",""Transgender""]","[""Individuals"",""Families"",""Couples""]",,,,,,,,,,
146,marker,146,marker,1008,"Ken Zeitner",Hope.admin@shaw.ca,1,"Residential Services","Apple Valley I","49.8762072, -119.4397288",,0,"=HYPERLINK(""146"",""link to 146"")","2017-03-18 15:47:31","2017-06-13 22:23:34","Ken Zeitner",0,public,91,"[""low income rental""]",10,,,,www.societyofhope.org,true,,false,0,0,0,0,"[""Showers""]",,,,,,,,[],0,0,0,0,0,0,,true,false,0,0,0,0,0,0,,true,,,,,0,0,0,0,,,,,,,,false,,,,false,true,true,false,,true,,false,false,0,0,true,false,true,false,,false,false,,false,[],false,0,false,false,[],true,http://www.societyofhope.org/apply-for-housing,55+,"[""Male"",""Female"",""Transgender""]","[""Individuals"",""Couples""]",,,,,,,,,,
148,marker,148,marker,1008,"Ken Zeitner",Hope.admin@shaw.ca,1,"Residential Services","Apple Valley II","49.8763014, -119.4400608",,0,"=HYPERLINK(""148"",""link to 148"")","2017-03-18 15:51:12","2017-06-29 21:01:33","Kerry Rempel",0,public,115,"[""low income rental""]",10,,,,,true,,false,0,0,0,0,"[""Showers""]",,,,,,,,[],0,0,0,0,0,0,,true,false,0,0,0,0,0,0,,true,,,,,0,0,0,0,,,,,,,,false,,,,false,true,true,false,,false,"2BDR - $1220",false,false,0,0,false,false,true,false,,false,false,,false,[],false,0,false,false,[],false,http://www.societyofhope.org/apply-for-housing,55+,"[""Male"",""Female"",""Transgender""]","[""Individuals"",""Couples""]",,,,,,,,,,
158,marker,158,marker,996,"Stephanie Nagy",stephanie.nagy@alumni.ubc.ca,1,"Residential Services","Kelowna Women's Shelter","49.8962806, -119.4943158",,0,"=HYPERLINK(""158"",""link to 158"")","2017-03-22 13:19:34","2017-03-22 13:24:06","Stephanie Nagy",0,public,56,"[""transitional""]",56,,"Manager of Programs and Services",778-478-7774,Roxie.vanaller@kelownawomensshelter.ca,false,,true,0,0,0,0,"[""Showers"",""Laundry""]",,,,,,,,"[""Counseling""]",0,0,0,0,0,0,,true,true,0,4,0,0,0,0,,false,,,,,0,0,0,0,,,,,,,,false,,,,true,false,false,false,$375,false,,false,false,0,0,true,false,false,false,,false,false,,true,"[""Legal - use allowed on site, in private unit"",""Illegal - Not allowed back on site while intoxicated"",""Legal - Not allowed back on site while intoxicated"",""Illegal - Evict if using""]",true,0,true,true,"[""A&D Counselor""]",false,"Must have previously lived in emergency transitional housing",19+,"[""Female""]","[""Individuals""]",,"Intimate partner violence, domestic abuse, domestic violence, relationship violence, relationship abuse, women's shelter, emergency housing, transitional housing",,,,,,,,
159,marker,159,marker,996,"Stephanie Nagy",stephanie.nagy@alumni.ubc.ca,1,"Residential Services","Shiloh House","49.8712042, -119.4833156","Provides a faith-based, safe, secure, non-judgmental, empowering and structured environment that supports each woman’s potential for recovery from addictions. Assists women in establishing independence so they can provide for their family and eventually integrate into community life as a functioning member.",0,"=HYPERLINK(""159"",""link to 159"")","2017-03-22 14:09:34","2017-06-29 17:21:44","Kerry Rempel",0,public,30,"[""transitional""]",61,"Nancy Tordiffe",Director,250-763-6544,nancy@kelownagospelmission.ca,false,,true,0,0,0,0,"[""Showers"",""Laundry"",""Case Management"",""Referrals to other Agencies"",""Health\/Dental Care"",""Storage""]",,,,,,,,"[""Counseling"",""Recovery""]",0,0,0,0,0,0,,true,true,0,8,0,0,0,0,,false,,,,,0,0,0,0,,,,,,,,false,,,,false,false,false,false,,false,,false,false,0,0,false,false,false,false,,false,false,,false,[],false,0,false,false,[],false,"Through agency (https://kelownagospelmission.ca/services/)  Must have previously lived in Harmony House.",19+,"[""Female""]","[""Individuals""]",,,,,,,,,,
169,marker,169,marker,996,"Stephanie Nagy",stephanie.nagy@alumni.ubc.ca,1,"Residential Services",Willowbridge,"49.8826565, -119.4961595","Willowbridge is a supported, transitional housing project for individuals who are homeless or at-risk of homelessness.  Those who participate in the Willowbridge program will be better equipped to secure stable and permanent housing, as well as develop and strengthen skills and connections for ongoing success.

",0,"=HYPERLINK(""169"",""link to 169"")","2017-03-28 16:00:05","2017-03-28 16:31:42","Stephanie Nagy",0,public,67,"[""transitional""]",168,,,778-478-0244,,false,,false,0,0,0,0,,,,,,,,,[],0,0,0,0,0,0,,false,false,0,0,0,40,0,0,,false,,,,,0,0,0,0,,,,,,,,false,,,,false,false,false,false,,false,,false,false,0,0,false,false,false,false,,false,false,"designated outdoor smoking area",false,[],false,0,false,false,[],false,"Referrals are through BC Housing, see direct link below: https://www.bchousing.org/housing-assistance/housing-with-support/supportive-housing",19+,,"[""Individuals""]",,"Homeless, transitional, supportive",,,,,,,,
181,marker,181,marker,1068,evangelhs1,evangelhs1@gmail.com,1,"Residential Services","Gordon Park Housing","49.8606359, -119.4717519","Offers senior adults (55+) both Life Lease (owned) and rental units at affordable below market rates. One and two bedrooms with kitchen, living room, dining room, bathroom(s), in-suite storage, in-suite laundry.",0,"=HYPERLINK(""181"",""link to 181"")","2017-07-04 01:38:23","2017-07-21 15:53:00",evangelhs1,0,public,109,"[""low income rental"",""rental""]",91,"Kevin Draper",,"(250) 762-6225",evangelhs1@gmail.com,true,,false,0,0,0,0,"[""Parking"",""Laundry""]",,,,,,,,[],0,0,0,0,0,0,,true,false,0,0,0,9,27,0,,false,,,,,0,0,0,0,,,,,,,,false,,,,false,false,false,false,"500-545; 845",false,,false,false,0,0,false,false,false,false,"NO PETS ALLOWED",false,false,"No Smoking on Property",false,[],false,0,false,false,[],true,"To apply, go to - http://www.evhousing.ca/Gordon-Park-Village.php",55+,"[""Female"",""Male""]","[""Individuals"",""Couples""]",,,,,,,,,,
182,marker,182,marker,1068,evangelhs1,evangelhs1@gmail.com,1,"Residential Services","Evangel Senior Apartment","49.8878753, -119.4896086","Offers senior adults (55+) one-bedroom apartments (approx 650 sq ft) with galley kitchen, dining room, living room, bathroom, in-suite storage. Includes utilities.",0,"=HYPERLINK(""182"",""link to 182"")","2017-07-04 01:55:15","2017-07-21 15:45:11",evangelhs1,0,public,96,"[""rental"",""low income rental""]",91,"Kevin Drapper",,250-762-6225,evangelhs1@gmail.com,false,,false,0,0,0,0,"[""Parking"",""Laundry""]",,,,,,,,[],0,0,0,0,0,0,0,true,false,0,0,0,43,0,0,,false,,,,,0,0,0,0,,,,,,,,false,,,,false,false,false,false,$582,false,,false,false,0,0,true,false,false,false,"No pets allowed",false,false,"No smoking property",false,[],false,0,false,false,[],true,"To apply - http://www.evhousing.ca/Evangel-Seniors-Apartment.php",55+,"[""Female"",""Male""]","[""Individuals"",""Couples""]",,,,,,,,,,
183,marker,183,marker,998,"Shelley Cook",shelley.cook@alumni.ubc.ca,1,"Residential Services",Cornerstone,"49.8842873, -119.4945053","Temporary Shelter for men and women; low barrier; pets welcome. Open 24/7",0,"=HYPERLINK(""183"",""link to 183"")","2017-12-02 18:10:12","2017-12-02 18:10:36","Shelley Cook",0,public,5,"[""emergency""]",,"Andrea Sage",Manager,"250 317-9864",,false,0,false,0,0,0,0,"[""Meals"",""Storage""]",,,,,,,,[],0,0,0,0,0,0,,false,false,0,0,0,0,0,0,,false,,,,,0,0,0,0,,,,,,,,false,,,,false,false,false,false,Free,false,,false,false,0,0,false,false,false,false,,false,false,"Smoke outside",false,[],false,0,false,false,[],false,"People who would like to stay at Cornerstone can come to the glass doors beside the 425 sign on Leon. Knock, or ring the doorbell and wait for staff to open the door. A brief intake will be done to gather information..",19+,"[""Male"",""Female"",""Transgender""]",,,"shelter, pets, couples, men, women",,,,,,,,
10,marker,10,marker,1008,"Ken Zeitner",Hope.admin@shaw.ca,2,"Housing Agencies","Society of Hope","49.8762072, -119.4398468","Since its inception in 1989, the Society has grown to become the largest non-profit housing provider in the Interior of British Columbia. The Society of Hope has developed numerous long term housing projects.",0,"=HYPERLINK(""10"",""link to 10"")","2016-10-28 10:45:04","2017-06-29 16:48:58","Shelley Cook",0,public,768,,0,,,,,false,0,false,0,0,0,0,,,false,false,false,false,false,,,0,0,0,0,0,0,,false,false,0,0,0,0,0,0,,false,false,0,false,0,0,0,0,0,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,0,false,,false,false,0,0,false,false,false,false,,false,false,,false,,false,0,false,false,,false,,,,,,"non-profit, housing, affordable",,www.societyofhope.org,,"Luke Stack","Executive Director","(778) 478-7977",,"Mon - Fri 9am-1pm"
10,marker,10,marker,1008,"Ken Zeitner",Hope.admin@shaw.ca,2,"Housing Agencies","Society of Hope","49.8762072, -119.4398468","Since its inception in 1989, the Society has grown to become the largest non-profit housing provider in the Interior of British Columbia. The Society of Hope has developed numerous long term housing projects.",0,"=HYPERLINK(""10"",""link to 10"")","2016-10-28 10:45:04","2017-06-29 16:48:58","Shelley Cook",0,public,768,,0,,,,,false,0,false,0,0,0,0,,,false,false,false,false,false,,,0,0,0,0,0,0,,false,false,0,0,0,0,0,0,,false,false,0,false,0,0,0,0,0,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,0,false,,false,false,0,0,false,false,false,false,,false,false,,false,,false,0,false,false,,false,,,,,,"non-profit, housing, affordable",,,,,,,,
49,marker,49,marker,996,"Stephanie Nagy",stephanie.nagy@alumni.ubc.ca,2,"Housing Agencies","Good Samaritan Society","49.8621, -119.464","The Good Samaritan Society (GSS) is a leading faith-based, not-for-profit, registered charity in Western Canada that provides quality accommodations, health, and community care services and programs to aging individuals in need. With over 67 years of experience providing specialized health and community care services in innovative and caring environments, our operational effectiveness and overarching culture of service and care make us the provider of choice for individuals and their families seeking a supporting place to call home.",0,"=HYPERLINK(""49"",""link to 49"")","2016-12-06 19:52:48","2017-03-22 11:42:15","Stephanie Nagy",0,public,64,,0,,,,,false,0,false,0,0,0,0,,,false,false,false,false,false,,,0,0,0,0,0,0,,false,false,0,0,0,0,0,0,,false,false,0,false,0,0,0,0,0,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,0,false,,false,false,0,0,false,false,false,false,,false,false,,false,,false,0,false,false,,false,,,,,,"not-for-profit, registered charity, assisted living, independent living, faith-based, senior home, 55+ , supportive housing",,www.gss.org,,"Neal Shelton-Green",Manager,"(250) 762 2192 ext. 36222",nshelton@gss.org,
50,marker,50,marker,996,"Stephanie Nagy",stephanie.nagy@alumni.ubc.ca,2,"Housing Agencies","Brookside Residence","49.8934573, -119.4563051",,0,"=HYPERLINK(""50"",""link to 50"")","2016-12-06 19:56:31","2017-03-20 16:00:23","Brooks Hewko",0,public,131,,0,,,,,false,0,false,0,0,0,0,,,false,false,false,false,false,,,0,0,0,0,0,0,,false,false,0,0,0,0,0,0,,false,false,0,false,0,0,0,0,0,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,0,false,,false,false,0,0,false,false,false,false,,false,false,,false,,false,0,false,false,,false,,,,,,,,,,"Stephen Bond",Owner,250-763-5707,Sbond@shaw.ca,"Mon-Fri 9:00-12:00"
51,marker,51,marker,996,"Stephanie Nagy",stephanie.nagy@alumni.ubc.ca,2,"Housing Agencies","Chatsworth Retirement Residence","49.8814341, -119.4268906","Chartwell Chatsworth Retirement Residence is located in central Kelowna, in the heart of the stunning Okanagan Valley. Residents can enjoy the natural beauty of the area, as well as the extensive property landscaping and gardens, from the comfort of their own suite balcony or walk-out patio. Independent-minded individuals may choose from the main residence or one of the self-contained bungalows, with full access to the services and amenities this retirement community has to offer. Assisted living and 24-hour on-site care aides provide the peace of mind of knowing care is available should the need arise. Chartwell Chatsworth has built a positive reputation in the community as a retirement home known for its skilled staff and commitment to service excellence.",0,"=HYPERLINK(""51"",""link to 51"")","2016-12-06 19:59:54","2017-01-26 17:10:57","Stephanie Nagy",0,public,185,,0,,,,,false,0,false,0,0,0,0,,,false,false,false,false,false,,,0,0,0,0,0,0,,false,false,0,0,0,0,0,0,,false,false,0,false,0,0,0,0,0,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,0,false,,false,false,0,0,false,false,false,false,,false,false,,false,,false,0,false,false,,false,,,,,,"Retirement Residence , 55+, senior housing, supportive housing, assisted living, retirement community",,www.chartwell.com/retirement-homes/chartwell-chatsworth-retirement-residence,,"Colleen Groat","Sales Consultant","778-738-0624 ext 13167",cgroat@chartwell.com,
56,marker,56,marker,997,"Brooks Hewko",brookshewko@hotmail.com,2,"Housing Agencies","Kelowna Women’s Shelter (Central Okanagan Emergency Shelter Society)","49.8962979, -119.4943359",,0,"=HYPERLINK(""56"",""link to 56"")","2016-12-13 09:13:33","2017-01-26 18:25:27","Stephanie Nagy",0,public,71,,0,,,,,false,0,false,0,0,0,0,,,false,false,false,false,false,,,0,0,0,0,0,0,,false,false,0,0,0,0,0,0,,false,false,0,false,0,0,0,0,0,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,0,false,,false,false,0,0,false,false,false,false,,false,false,,false,,false,0,false,false,,false,,,,,,"Intimate partner violence, domestic abuse, domestic violence, relationship violence, relationship abuse, women's shelter, emergency housing, transitional housing",,http://www.kelownawomensshelter.ca,"twitter.com/kelownashelter  
Facebook
Instagram","Karen Mason","Executive Director",778-478-7774,karen.mason@kelownawomensshelter.ca,"24-7 (250.763-1040) 
Admin – Mon-Fri 9-5"
61,marker,61,marker,997,"Brooks Hewko",brookshewko@hotmail.com,2,"Housing Agencies","Kelowna's Gospel Mission","49.8843055, -119.4978713","Kelowna’s Gospel Mission will feed the hungry, shelter the homeless and help the hurting. We will provide assistance to all. We will minister to the whole person, spirit, soul and body by sharing Jesus with a servant’s heart.",0,"=HYPERLINK(""61"",""link to 61"")","2016-12-13 09:49:55","2017-06-29 22:57:42","Kerry Rempel",0,public,105,,61,,,,,false,0,false,0,0,0,0,,,false,false,false,false,false,,,0,0,0,0,0,0,,false,false,0,0,0,0,0,0,,false,false,0,false,0,0,0,0,0,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,0,false,,false,false,0,0,false,false,false,false,,false,false,,false,,false,0,false,false,,false,,,,,,"Emergency shelter",,www.kelownagospelmission.ca,"Blogger: kelownagospelmission.ca/index.php?cID=100
Facebook: www.facebook.com/KelownaGospelMission
Twitter: twitter.com/kgmission",,,,,"Mon-Fri 9AM - 4PM"
62,marker,62,marker,1009,"Sarah Mackinnon",smackinnon@boysandgirlsclubs.ca,2,"Housing Agencies","Okanagan Boys and Girls Club","49.8883111, -119.480145","Okanagan Boys and Girls Clubs (OBGC) is a registered charity that provides programs to support the healthy physical, educational and social development of young people and families annually throughout the Okanagan Valley. ",0,"=HYPERLINK(""62"",""link to 62"")","2016-12-13 09:54:00","2017-06-29 17:37:23","Kerry Rempel",0,public,174,,0,,,,,false,0,false,0,0,0,0,,,false,false,false,false,false,,,0,0,0,0,0,0,,false,false,0,0,0,0,0,0,,false,false,0,false,0,0,0,0,0,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,0,false,,false,false,0,0,false,false,false,false,,false,false,,false,,false,0,false,false,,false,,,,,,,,www.boysandgirlsclubs.ca,"Facebook: www.facebook.com/OKboysandgirls
LinkedIn: www.linkedin.com/company/okanagan-boys-and-girls-clubs
Twitter: twitter.com/OKboysandgirls
YouTube: www.youtube.com/user/OKBoysandGirlsClub","Sarah Mackinnon","Centre Director",250-868-8541,smackinnon@boysandgirlsclubs.ca,
65,marker,65,marker,1032,"Jamie Walraven",manager@recoverykelowna.ca,2,"Housing Agencies","Society of St. Vincent De Paul of Central Okanagan","49.8668343, -119.4879998",,0,"=HYPERLINK(""65"",""link to 65"")","2016-12-13 10:00:13","2016-12-13 10:00:13","Jamie Walraven",0,public,23,,0,,,,,false,0,false,0,0,0,0,,,false,false,false,false,false,,,0,0,0,0,0,0,,false,false,0,0,0,0,0,0,,false,false,0,false,0,0,0,0,0,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,0,false,,false,false,0,0,false,false,false,false,,false,false,,false,,false,0,false,false,,false,,,,,,,,www.recoverykelowna.ca/,,"Jamie Walraven",Manager,250-762-4673,manager@recoverykelowna.ca,
66,marker,66,marker,1001,Amanda,amanda.barrett@jhscso.bc.ca,2,"Housing Agencies","John Howard of the Central and South Okanagan","49.8877793, -119.4920691","A registered not-for-profit that provides supportive housing, restorative justice, FASD outreach, a social enterprise/work training cafe & so much more!",0,"=HYPERLINK(""66"",""link to 66"")","2016-12-13 10:03:05","2017-01-26 16:40:21","Stephanie Nagy",0,public,415,,0,,,,,false,0,false,0,0,0,0,,,false,false,false,false,false,,,0,0,0,0,0,0,,false,false,0,0,0,0,0,0,,false,false,0,false,0,0,0,0,0,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,0,false,,false,false,0,0,false,false,false,false,,false,false,,false,,false,0,false,false,,false,,,,,,"Transitional Housing, supportive housing, not-for-profit, restorative justice, harm reduction, mental health, Substance misuse, homelessness, 19+, low income",,www.jhscso.bc.ca,,"Gaelene Askeland","Executive Director",250-763-1331,gaelene.askeland@jhscso.bc.ca,"Mon-Fri, 8:30am - 4pm"
67,marker,67,marker,997,"Brooks Hewko",brookshewko@hotmail.com,2,"Housing Agencies","Rose Cottage","49.8688432, -119.492415",,0,"=HYPERLINK(""67"",""link to 67"")","2016-12-13 10:04:58","2016-12-13 10:04:58",geolive,0,public,24,,0,,,,,false,0,false,0,0,0,0,,,false,false,false,false,false,,,0,0,0,0,0,0,,false,false,0,0,0,0,0,0,,false,false,0,false,0,0,0,0,0,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,0,false,,false,false,0,0,false,false,false,false,,false,false,,false,,false,0,false,false,,false,,,,,,,,www.rose-cottage-supportive-living.com,,"Kathy Orange",Manager,250-448-9833,Kel.bc.rosecottage@gmail.com,
68,marker,68,marker,997,"Brooks Hewko",brookshewko@hotmail.com,2,"Housing Agencies","Okanagan Metis and Aboriginal Housing Society","49.8795672, -119.4572471","The Okanagan Métis & Aboriginal Housing Society is a non-profit housing society, incorporated in August of 1986. The Society’s main objective is to make affordable rental housing available to people of native ancestry and focusing primarily on families with dependent children.",0,"=HYPERLINK(""68"",""link to 68"")","2016-12-13 10:06:03","2017-03-22 13:32:23","Stephanie Nagy",0,public,123,,0,,,,,false,0,false,0,0,0,0,,,false,false,false,false,false,,,0,0,0,0,0,0,,false,false,0,0,0,0,0,0,,false,false,0,false,0,0,0,0,0,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,0,false,,false,false,0,0,false,false,false,false,,false,false,,false,,false,0,false,false,,false,,,,,,"Métis housing,  Aboriginal Housing",,www.omahs.shawwebspace.ca,"Facebook: www.facebook.com/pages/Okanagan-Metis-and-Aboriginal-Housing-Society/107059639325730",,,,omahs@telus.net,
76,marker,76,marker,997,"Brooks Hewko",brookshewko@hotmail.com,2,"Housing Agencies","Ki-Low-Na Friendship Society","49.8846174, -119.4941183","The Ki-Low-Na Friendship Society was established in 1974. The Ki-Low-Na Friendship Society will provide for the mental, emotional, physical and spiritual well-being of all peoples through the development of community-based services, while encouraging the community to preserve, share and promote Aboriginal cultural distinctiveness. ",0,"=HYPERLINK(""76"",""link to 76"")","2017-01-20 10:24:23","2017-03-05 16:37:30","Brooks Hewko",0,public,182,,0,,,,,false,0,false,0,0,0,0,,,false,false,false,false,false,,,0,0,0,0,0,0,,false,false,0,0,0,0,0,0,,false,false,0,false,0,0,0,0,0,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,0,false,,false,false,0,0,false,false,false,false,,false,false,,false,,false,0,false,false,,false,,,,,,Aboriginal,,www.kfs.bc.ca,,"Edna Terbasket","Executive Director",250-763-4905,executivedirector@kfs.bc.ca,"Monday-Friday 8:30 am – 4:30 pm"
78,marker,78,marker,1002,Liz,liz@nowcanada.ca,2,"Housing Agencies","NOW Canada Society","49.8638593, -119.4899063",,0,"=HYPERLINK(""78"",""link to 78"")","2017-01-24 15:27:35","2017-01-24 15:27:35",geolive,0,public,220,,0,,,,,false,0,false,0,0,0,0,,,false,false,false,false,false,,,0,0,0,0,0,0,,false,false,0,0,0,0,0,0,,false,false,0,false,0,0,0,0,0,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,0,false,,false,false,0,0,false,false,false,false,,false,false,,false,,false,0,false,false,,false,,,,,,,,www.nowcanada.ca,facebook,"Liz Talbott","Executive Director",250-763-3876,liz@nowcanada.ca,"8:00 - 6:00"
84,marker,84,marker,996,"Stephanie Nagy",stephanie.nagy@alumni.ubc.ca,2,"Housing Agencies","Freedom's Door","49.8832555, -119.4714416","Freedom's Door Kelowna is a non-profit recovery home for male addicts. At Freedom's Door, our addictions treatment programs work. We know that addictions are fully treatable, and that addictions treatment is most effective when delivered through a Twelve-Step program supported by Christian principles.",0,"=HYPERLINK(""84"",""link to 84"")","2017-01-26 15:38:06","2017-01-27 12:03:20","Brooks Hewko",0,public,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Addiction, faith-based, Christian, non-profit, men, male, addict, recovery home",,www.Freedomsdoorkelowna.com,,"Wanda Agar","Interim ED","Interim ED",freedomsdoor@shaw.ca,
86,marker,86,marker,996,"Stephanie Nagy",stephanie.nagy@alumni.ubc.ca,2,"Housing Agencies","Columbian Centennial Housing Group","49.8795593, -119.4887188",,0,"=HYPERLINK(""86"",""link to 86"")","2017-01-26 16:15:26","2017-01-26 16:15:26",geolive,0,public,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,marker,87,marker,1018,"Kate Dusik",kdusik@baptisthousing.org,2,"Housing Agencies","Baptist Housing Enhanced Living Communities","49.8964806, -119.3878287","Kelowna is home to three senior living communities from Baptist Housing Enhanced Living Communities which each offer independent living, assisted living, and residential care.",0,"=HYPERLINK(""87"",""link to 87"")","2017-01-26 16:31:26","2017-01-26 17:51:51","Kate Dusik",0,public,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"independent living, assisted living, residential care, senior housing, senior home, retirement residence, 55+",,http://www.baptisthousing.org/kelowna,"https://www.facebook.com/Baptist-Housing-130827606961613/
https://twitter.com/BaptistHousing

https://www.instagram.com/baptist_housing/
https://www.youtube.com/user/BaptistHousing","Kate Dusik","Marketing Manager","(250) 215-1500 (cell); (250) 860-2216 ext. 2121 (office)",kdusik@baptisthousing.org,"Admin hours for both buildings: 8:00-4:00pm M-F"
91,marker,91,marker,1068,evangelhs1,evangelhs1@gmail.com,2,"Housing Agencies","Evangel Housing Societies","49.8833697, -119.4809733","Evangel Housing Societies is the umbrella organization under which three independent, non-profit housing societies operate with the mandate to provide affordable housing to the people of Kelowna, BC.  Two of the three facilities are for senior adults 55 plus (79 units).  The third facility is a family residence open to people of all ages (64 units). ",0,"=HYPERLINK(""91"",""link to 91"")","2017-01-26 18:41:35","2017-07-13 16:16:50",evangelhs1,0,public,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"non-profit, senior housing, 55+, independent living, retirement home",,www.evhousing.ca,,"Kevin Draper",Administrator,"Office: (250) 762-6225
Fax: (778) 381-7378",evangelhs1@gmail.com,"By Appointment Only"
